country,merit,outcome,2017,2018,2019,2020,2021,2022,2023
Madagascar,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Madagascar,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Madagascar,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Madagascar,NA,pending,NA,NA,NA,NA,NA,NA,NA
Malaysia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Malaysia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Malaysia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Malaysia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Malaysia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Malaysia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Malaysia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Malaysia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Malaysia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Myanmar,NA,filed,NA,NA,NA,NA,NA,NA,NA
Myanmar,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Myanmar,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Myanmar,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Myanmar,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Myanmar,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Myanmar,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Myanmar,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Myanmar,NA,pending,NA,NA,NA,NA,NA,NA,NA
Panama,NA,filed,NA,NA,NA,NA,NA,NA,NA
Panama,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Panama,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Panama,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Panama,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Panama,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Panama,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Panama,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Panama,NA,pending,NA,NA,NA,NA,NA,NA,NA
Suriname,NA,filed,NA,NA,NA,NA,NA,NA,NA
Suriname,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Suriname,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Suriname,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Suriname,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Suriname,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Suriname,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Suriname,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Suriname,NA,pending,NA,NA,NA,NA,NA,NA,NA
Stateless,NA,filed,NA,NA,NA,NA,NA,NA,NA
Stateless,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Stateless,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Stateless,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Stateless,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Stateless,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Stateless,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Stateless,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Stateless,NA,pending,NA,NA,NA,NA,NA,NA,NA
Fiji,NA,filed,NA,NA,NA,NA,NA,NA,NA
Fiji,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Fiji,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Fiji,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Fiji,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Fiji,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Fiji,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Fiji,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Fiji,NA,pending,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,filed,NA,NA,NA,NA,NA,NA,NA
Lesotho,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Lesotho,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Lesotho,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Lesotho,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Lesotho,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Lesotho,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,pending,NA,NA,NA,NA,NA,NA,NA
North Macedonia,NA,filed,NA,NA,NA,NA,NA,NA,NA
North Macedonia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
North Macedonia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
North Macedonia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
North Macedonia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
North Macedonia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
North Macedonia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
North Macedonia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
North Macedonia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,NA,filed,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,NA,pending,NA,NA,NA,NA,NA,NA,NA
Singapore,NA,filed,NA,NA,NA,NA,NA,NA,NA
Singapore,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Singapore,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Singapore,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Singapore,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Singapore,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Singapore,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Singapore,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Singapore,NA,pending,NA,NA,NA,NA,NA,NA,NA
Sweden,NA,filed,NA,NA,NA,NA,NA,NA,NA
Sweden,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Sweden,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Sweden,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Sweden,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Sweden,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Sweden,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Sweden,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Sweden,NA,pending,NA,NA,NA,NA,NA,NA,NA
(Blank),NA,filed,NA,NA,NA,NA,NA,NA,NA
(Blank),FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
(Blank),FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
(Blank),FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
(Blank),TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
(Blank),TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
(Blank),TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
(Blank),NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
(Blank),NA,pending,NA,NA,NA,NA,NA,NA,NA
Denmark​,NA,filed,NA,NA,NA,NA,NA,NA,NA
Denmark​,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Denmark​,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Denmark​,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Denmark​,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Denmark​,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Denmark​,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Denmark​,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Denmark​,NA,pending,NA,NA,NA,NA,NA,NA,NA
South Sudan,NA,filed,NA,NA,NA,NA,NA,NA,NA
South Sudan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
South Sudan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
South Sudan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
South Sudan,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
South Sudan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
South Sudan,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
South Sudan,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
South Sudan,NA,pending,NA,NA,NA,NA,NA,NA,NA
Anguilla,NA,filed,NA,NA,NA,NA,NA,NA,NA
Anguilla,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Anguilla,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Anguilla,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Anguilla,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Anguilla,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Anguilla,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Anguilla,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Anguilla,NA,pending,NA,NA,NA,NA,NA,NA,NA
Brunei,NA,filed,NA,NA,NA,NA,NA,NA,NA
Brunei,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Brunei,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Brunei,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Brunei,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Brunei,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Brunei,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Brunei,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Brunei,NA,pending,NA,NA,NA,NA,NA,NA,NA
Slovenia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Slovenia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Slovenia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Slovenia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Slovenia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Slovenia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Slovenia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Slovenia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Slovenia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,NA,filed,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,NA,pending,NA,NA,NA,NA,NA,NA,NA
Estonia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Estonia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Estonia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Estonia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Estonia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Estonia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Estonia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Estonia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Estonia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,NA,filed,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,NA,pending,NA,NA,NA,NA,NA,NA,NA
Paraguay,NA,filed,NA,NA,NA,NA,NA,NA,NA
Paraguay,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Paraguay,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Paraguay,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Paraguay,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Paraguay,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Paraguay,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Paraguay,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Paraguay,NA,pending,NA,NA,NA,NA,NA,NA,NA
